"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"BIOL132  PO","Vertebrate Biology with Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL132 LPO","Lab, Vertebrate Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,18
"BIOL132L KS","Comparative Physiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL133L KS","Intro to Mathematical Physiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"BIOL137  KS","EEP Clinic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"BIOL138L KS","Appl Ecol + Conservation w/Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"BIOL139  KS","Applied Ecology & Conservation","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"BIOL140  PO","Animal Physiology w/Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"BIOL140 LPO","Lab, Animal Physiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,14
"BIOL140 LPO","Lab, Animal Physiology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,14
"BIOL141L KS","Vertebrate Anatomy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"BIOL143  KS","Genetics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"BIOL144  PO","Comparative Endocrinology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL145  KS","Evolution","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"BIOL146L KS","Ecology with Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL147  KS","Biogeography","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"BIOL154  KS","Animal Behavior","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"BIOL157L KS","Cell Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL161  HM","Research Problems","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"BIOL161  HM","Research Problems","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,10
"BIOL161  HM","Research Problems","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,3,10
"BIOL161L KS","Neuroscience I:Cell, Molecular","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"BIOL163  PO","Advanced Cell Biology with Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"BIOL163 LPO","Cell Biology Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL163 LPO","Cell Biology Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL164 LPO","Lab, Genetic Reg in Eukaryotes","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"BIOL165A PO","Molecular Genetics of Cancer","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"BIOL169  PO","Developmental Biology w/Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"BIOL169 LPO","Lab, Developmental Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL169 LPO","Lab, Developmental Biology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL170L KS","Molecular Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL173  PO","Genomics & Bioinformatics w/Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"BIOL173 LPO","Lab, Genomics and Bioinformatics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,15
"BIOL175  KS","Applied Biostatistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL177  KS","Biochemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"BIOL178 LPO","Lab, Neurobiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL178 LPO","Lab, Neurobiology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"BIOL187  HM","HIV/AIDS: Sci, Society & Service","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,8
"BIOL187C KS","Neural Organization of Behavior","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"BIOL188L KS","Sr Thesis Rsrch Project in Biol","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"BIOL189  HM","Topics in Biochemistry and Molecular Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,10
"BIOL189E PO","Global Change Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"BIOL189L KS","Sr Thes Summer Rsrch Proj in Bio","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,25
"BIOL189N PO","Microbiology with Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"BIOL189NLPO","Lab, Microbiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,6
"BIOL189NLPO","Lab, Microbiology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,6
"BIOL189O PO","Computer Programming in Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"BIOL189Q PO","Mole Mech Bacterial Pathogenesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,8
"BIOL190L KS","Sr Thes Rsrch Proj Biol-2nd Sem","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"BIOL191  HM","Colloquium","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,66
"BIOL191  KS","One-Semester Thesis in Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"BIOL191  PO","Senior Library Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","28","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","32","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","36","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","40","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","44","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","48","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","52","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","56","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL191  PO","Senior Library Thesis","UG12","Y","60","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL193  HM","Senior Thesis Research","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","28","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","32","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","36","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","40","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","44","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","48","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","52","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","56","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL194  PO","Senior Experimental Thesis","UG12","Y","60","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL197  HM","Directed Reading","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"BIOL197  HM","Directed Reading","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,10
"BIOL197  HM","Directed Reading","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,3,10
"BIOL199  KS","Independent Study in Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"BIOL199DRPO","Biology: Directed Readings","UG12","Y","01","Intro Genetics Lecture","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"BIOL199L KS","Independent Study in Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"CHEM001A PO","General Chemistry w/Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM001A PO","General Chemistry w/Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"CHEM001A PO","General Chemistry w/Laboratory","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM001A PO","General Chemistry w/Laboratory","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,45
"CHEM001ALPO","Lab, General Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"CHEM001ALPO","Lab, General Chemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"CHEM001ALPO","Lab, General Chemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"CHEM001ALPO","Lab, General Chemistry","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"CHEM001ALPO","Lab, General Chemistry","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"CHEM013  HM","Nano-Scale Materials","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,2,20
"CHEM014L KS","Basic Principles of Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM014L KS","Basic Principles of Chemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM014L KS","Basic Principles of Chemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM014L KS","Basic Principles of Chemistry","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM014L KS","Basic Principles of Chemistry","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM019  HM","General Chemistry Intensive","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,0.5,35
"CHEM019  HM","General Chemistry Intensive","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,0.5,35
"CHEM019  HM","General Chemistry Intensive","UG12","Y","03","","FA",2012,"O",2012-10-24,2012-12-21,0.5,35
"CHEM019  HM","General Chemistry Intensive","UG12","Y","04","","FA",2012,"O",2012-10-24,2012-12-21,0.5,35
"CHEM023D HM","Dynamics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,28
"CHEM023E HM","Energetics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,48
"CHEM023E HM","Energetics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,1.5,48
"CHEM023E HM","Energetics","UG12","Y","03","","FA",2012,"O",2012-10-24,2012-12-21,1.5,48
"CHEM023E HM","Energetics","UG12","Y","04","","FA",2012,"O",2012-10-24,2012-12-21,1.5,48
"CHEM023S HM","Structure","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,48
"CHEM023S HM","Structure","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,1.5,48
"CHEM023S HM","Structure","UG12","Y","03","","FA",2012,"O",2012-10-24,2012-12-21,1.5,48
"CHEM023S HM","Structure","UG12","Y","04","","FA",2012,"O",2012-10-24,2012-12-21,1.5,48
"CHEM024  HM","Chemistry Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM024  HM","Chemistry Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM024  HM","Chemistry Laboratory","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM024  HM","Chemistry Laboratory","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM029L KS","Accelerated General Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM040L KS","Intro to Biological Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"CHEM051  HM","Physical Chem: Thermody/Kinetics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"CHEM051  PO","Gen Chemistry w/Lab Accelerated","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM051 LPO","Lab, General Chemistry (Accel)","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,16
"CHEM051 LPO","Lab, General Chemistry (Accel)","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,16
"CHEM053  HM","Physical Chemistry Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,2,35
"CHEM103  HM","Chemical Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,24
"CHEM105  HM","Organic Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"CHEM109  HM","Chemical Analysis Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"CHEM110A PO","Organic Chemistry w/Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,60
"CHEM110A PO","Organic Chemistry w/Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"CHEM110ALPO","Lab, Organic Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM110ALPO","Lab, Organic Chemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM110ALPO","Lab, Organic Chemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM110ALPO","Lab, Organic Chemistry","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM110ALPO","Lab, Organic Chemistry","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM111  HM","Organic Chemistry Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"CHEM111  HM","Organic Chemistry Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"CHEM115  PO","Biochemistry w/Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"CHEM115  PO","Biochemistry w/Laboratory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"CHEM115 LPO","Lab, Biochemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"CHEM115 LPO","Lab, Biochemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"CHEM115 LPO","Lab, Biochemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"CHEM115 LPO","Lab, Biochemistry","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"CHEM115 LPO","Lab, Biochemistry","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"CHEM116L KS","Organic Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM116L KS","Organic Chemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM116L KS","Organic Chemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM116L KS","Organic Chemistry","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM116L KS","Organic Chemistry","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"CHEM122  KS","Principles of Physical Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM126L KS","Advanced Laboratory in Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CHEM128  KS","Inorganic Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"CHEM151  HM","Research Problems","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,30
"CHEM158A PO","Physical Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"CHEM161  PO","Advanced Analytical Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"CHEM161 LPO","Lab, Advanced Analytical","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,16
"CHEM165  HM","Organometallic Chemistry","UG12","Y","01","","FA",2012,"O",2012-10-24,2012-12-21,2,24
"CHEM166  HM","Industrial Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,2,24
"CHEM168G HM","Adv Phys Chem: Class&Stat Thermo","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,2,24
"CHEM171  PO","Organic Synthesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"CHEM171  PO","Organic Synthesis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"CHEM174  PO","Bio-Organic Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"CHEM175  PO","Intro to Medicinal Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"CHEM177  KS","Biochemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,17
"CHEM187  HM","HIV/AIDS: Sci, Society & Service","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,8
"CHEM188L KS","Senior Research in Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"CHEM189  HM","Topics in Biochemistry and Molecular Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,11
"CHEM189L KS","Sr Thes Summer Rsrch Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"CHEM190L KS","Senior Experimental Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"CHEM191  KS","Senior Library Thesis in Chem","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"CHEM191  PO","Senior Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","22","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","28","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","29","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","32","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","36","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191  PO","Senior Thesis","UG12","Y","40","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHEM191A PO","Senior Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"CHEM191B PO","Senior Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"CHEM197  HM","Special Readings in Chemistry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"CHEM197  HM","Special Readings in Chemistry","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,99
"CHEM197  HM","Special Readings in Chemistry","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,3,99
"CHEM199  HM","Chemistry Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,99
"CHEM199  KS","Independent Study in Chemistry","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"CHEM199IRPO","Chemistry: Independent Research","UG12","Y","04","Investigation of Lipid Bilayers","FA",2012,"O",2012-09-04,2012-12-21,1,1
"CHIN001A HM","Elementary Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,16
"CHIN001A PO","Elementary Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN001A PO","Elementary Chinese","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN001A PO","Elementary Chinese","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN001A PO","Elementary Chinese","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN002  PO","Accelerated Elementary Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"CHIN011  PO","Chinese Conversation, Intermed","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"CHIN013  PO","Chinese Conversation, Advanced","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"CHIN051A PO","Intermediate Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN051A PO","Intermediate Chinese","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN051A PO","Intermediate Chinese","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN111A PO","Advanced Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN111A PO","Advanced Chinese","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CHIN125  PO","Modern Chinese Literature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"CHIN131  PO","Intro to Classical Chinese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"CHIN192A PO","Senior Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CHIN192A PO","Senior Project","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
